ID;x;y;year;field_id;ahn_mean;crop_name;ndvi_values
24 ; 222374.475211015 ; 451496.456204688 ; 2014 ; 1430504 ; 1550.5866666666666 ; Groenten open grond (inclusief groentezaden) ; [0.437554, 0.291842, 0.34828, 0.385681, 0.414315]
24 ; 222374.475211015 ; 451496.456204688 ; 2013 ; 2262293 ; 1551.0263157894738 ; Grasland, blijvend ; [0.231907, 0.307468, 0.270242, 0.287352, 0.265247]
24 ; 222374.475211015 ; 451496.456204688 ; 2012 ; 2706097 ; 1551.0263157894738 ; Grasland, blijvend ; []
24 ; 222374.475211015 ; 451496.456204688 ; 2015 ; 3969060 ; 1550.5866666666666 ; Mais, snij- ; [0.203127, 0.315656, 0.248986, 0.369803, 0.332051]
24 ; 222374.475211015 ; 451496.456204688 ; 2017 ; 4328412 ; 1550.5866666666666 ; Erwten, groene/gele, groen te oogsten ; [0.261, 0.312, 0.162, 0.516, 0.519]
25 ; 222650.730894845 ; 450772.920196276 ; 2016 ; 715987 ; 1594.1538461538462 ; Grasland, tijdelijk ; [0.479131, 0.567817, 0.590117, 0.619075, 0.559836]
25 ; 222650.730894845 ; 450772.920196276 ; 2014 ; 1339102 ; 1594.9183673469388 ; Grasland, blijvend ; [0.500222, 0.552258, 0.514358, 0.455611, 0.455586]
25 ; 222650.730894845 ; 450772.920196276 ; 2013 ; 2147838 ; 1594.9183673469388 ; Grasland, blijvend ; [0.388581, 0.587811, 0.546147, 0.534164, 0.571797]
25 ; 222650.730894845 ; 450772.920196276 ; 2012 ; 2626494 ; 1594.549019607843 ; Grasland, blijvend ; []
25 ; 222650.730894845 ; 450772.920196276 ; 2015 ; 3927272 ; 1594.9183673469388 ; Mais, snij- ; [0.187653, 0.275783, 0.323275, 0.274389, 0.310378]
25 ; 222650.730894845 ; 450772.920196276 ; 2017 ; 4083139 ; 1594.867924528302 ; Grasland, tijdelijk ; [0.618, 0.69, 0.699, 0.702, 0.705]
26 ; 221760.657176104 ; 451270.675430981 ; 2016 ; 68777 ; 1531.8 ; Mais, snij- ; [0.412033, 0.439839, 0.456372, 0.468628, 0.443917]
26 ; 221760.657176104 ; 451270.675430981 ; 2014 ; 1571768 ; 1531.8 ; Mais, snij- ; [0.416239, 0.333994, 0.355517, 0.392844, 0.417006]
